index,player_name,player_team,game_date,events,launch_speed,launch_angle,hit_distance_sc,hit_direction,total_dongs
511,Jon Berti,MIA,2021-04-27,home_run,104.2,25,413,Center,18
660,Salvador Perez,KC,2021-04-26,double,104.5,26,389,Right-Center,18
1015,J.D. Martinez,BOS,2021-04-23,home_run,98.2,35,343,Right,18
1301,Austin Meadows,TB,2021-04-21,double,110.3,20,350,Right,18
104,Xander Bogaerts,BOS,2021-04-30,home_run,102.6,23,405,Left-Center,17
443,Phillip Evans,PIT,2021-04-27,field_out,100.6,38,372,Left-Center,17
593,Sean Murphy,OAK,2021-04-26,home_run,102.9,40,367,Left,17
1023,Mike Brosseau,TB,2021-04-23,field_out,101.8,35,390,Left-Center,17
1317,Andrew Benintendi,KC,2021-04-21,field_out,102.8,29,384,Left-Center,17
165,Miguel Rojas,MIA,2021-04-30,field_out,101,35,373,Left-Center,16
343,Mike Ford,NYY,2021-04-28,home_run,98.3,30,344,Left,16
462,Jesús Aguilar,MIA,2021-04-27,home_run,103.1,25,394,Right-Center,16
1081,Rowdy Tellez,TOR,2021-04-23,double,105,21,408,Right-Center,16
1426,Tim Anderson,CWS,2021-04-20,home_run,105.5,29,407,Right-Center,16
1449,Scott Schebler,LAA,2021-04-20,double,100.2,29,352,Left,16
1454,Willians Astudillo,MIN,2021-04-20,field_out,99.7,32,369,Left,16
70,Clint Frazier,NYY,2021-04-30,home_run,106.7,20,364,Left,15
224,Javier Báez,CHC,2021-04-29,triple,107.1,39,382,Right-Center,15
839,J.D. Davis,NYM,2021-04-24,field_out,100.6,34,349,Right,15
1018,Ryan O'Hearn,KC,2021-04-23,home_run,107.2,23,358,Right,15
1244,Willy Adames,TB,2021-04-21,field_out,105.8,37,391,Right-Center,15
3,Mitch Moreland,OAK,2021-04-30,home_run,108,20,406,Right-Center,14
324,Amed Rosario,CLE,2021-04-28,home_run,97.5,25,362,Right,14
410,Byron Buxton,MIN,2021-04-28,home_run,97.7,32,350,Right,14
416,Niko Goodrum,DET,2021-04-27,home_run,105.3,40,368,Right-Center,14
669,Buster Posey,SF,2021-04-26,home_run,103.5,40,405,Center,14
766,Ryan McMahon,COL,2021-04-25,field_out,102.4,39,407,Center,14
773,J.D. Davis,NYM,2021-04-25,home_run,101.9,30,406,Center,14
1057,Adolis García,TEX,2021-04-23,home_run,104.1,21,405,Left-Center,14
1098,Jesús Aguilar,MIA,2021-04-23,home_run,99.8,40,353,Left,14
1119,Mitch Haniger,SEA,2021-04-23,double,105.8,22,374,Left,14
1197,Carson Kelly,ARI,2021-04-22,home_run,107,23,378,Left-Center,14
463,Alec Bohm,PHI,2021-04-27,field_out,101.8,31,383,Right-Center,13
476,Bobby Dalbec,BOS,2021-04-27,home_run,105.2,31,390,Right-Center,13
1198,Sheldon Neuse,LAD,2021-04-22,home_run,108.7,37,399,Center,13
1417,Bobby Dalbec,BOS,2021-04-20,triple,101.3,28,404,Right-Center,13
1451,Andrew Young,ARI,2021-04-20,home_run,115.9,17,414,Center,13
279,Josh Harrison,WSH,2021-04-28,home_run,98.4,31,407,Center,12
709,Franmil Reyes,CLE,2021-04-25,home_run,107.5,39,342,Right,12
868,Aaron Hicks,NYY,2021-04-24,home_run,103,25,395,Right-Center,12
959,Jesús Aguilar,MIA,2021-04-24,home_run,110.6,16,407,Left-Center,12
1044,Andrew Benintendi,KC,2021-04-23,home_run,98.9,35,361,Left,12
1143,Nick Castellanos,CIN,2021-04-22,home_run,96.8,31,349,Left,12
1145,JaCoby Jones,DET,2021-04-22,home_run,105.5,21,381,Right-Center,12
1338,Joey Votto,CIN,2021-04-21,field_out,95.8,30,352,Right,12
659,Garrett Cooper,MIA,2021-04-26,home_run,106.5,21,412,Center,11
760,Marcus Semien,TOR,2021-04-25,field_out,100.3,33,390,Right-Center,11
872,José Ramírez,CLE,2021-04-24,triple,102.5,37,377,Right-Center,11
1337,Bryce Harper,PHI,2021-04-21,home_run,110.7,19,395,Right-Center,11
42,Nick Senzel,CIN,2021-04-30,home_run,102.2,21,367,Left,10
112,Andrew Benintendi,KC,2021-04-30,field_out,103.7,33,391,Left-Center,10
123,Dylan Carlson,STL,2021-04-30,double,102.6,45,362,Right,10
361,Kyle Lewis,SEA,2021-04-28,home_run,108.3,21,377,Left-Center,10
426,Yuli Gurriel,HOU,2021-04-27,double,103.2,24,411,Center,10
457,Stephen Piscotty,OAK,2021-04-27,field_out,102.3,29,407,Center,10
483,Sandy León,MIA,2021-04-27,single,101.3,25,345,Right,10
530,Ramón Laureano,OAK,2021-04-27,field_out,105.1,37,391,Left-Center,10
560,Jesse Winker,CIN,2021-04-27,home_run,102.3,23,402,Right-Center,10
651,Albert Pujols,LAA,2021-04-26,field_out,102.7,27,401,Right-Center,10
717,Michael Conforto,NYM,2021-04-25,double,101,26,364,Left,10
1030,Jason Heyward,CHC,2021-04-23,triple,102.4,27,407,Center,10
1294,Mickey Moniak,PHI,2021-04-21,home_run,103.9,23,372,Left-Center,10
240,Ryan McMahon,COL,2021-04-29,field_out,98.2,29,355,Left,9
326,Willy Adames,TB,2021-04-28,field_out,103.3,34,402,Center,9
421,Pat Valaika,BAL,2021-04-27,field_out,101.8,30,374,Right-Center,9
741,Guillermo Heredia,ATL,2021-04-25,field_out,92.4,36,353,Left,9
768,Franmil Reyes,CLE,2021-04-25,triple,102.6,24,407,Center,9
842,Andrew Knizner,STL,2021-04-24,double,103.2,31,393,Left-Center,9
948,Trevor Story,COL,2021-04-24,sac_fly,91,39,348,Left,9
1013,Wilmer Flores,SF,2021-04-23,field_out,96.1,40,346,Left,9
1025,Mike Yastrzemski,SF,2021-04-23,home_run,98.7,36,358,Left,9
1108,Nick Castellanos,CIN,2021-04-23,field_out,97.8,31,338,Right,9
1141,Todd Frazier,PIT,2021-04-22,field_out,110.5,19,409,Center,9
1183,Eduardo Escobar,ARI,2021-04-22,double,98.3,32,387,Left-Center,9
30,J.D. Davis,NYM,2021-04-30,double,99.8,35,361,Right,8
188,Clint Frazier,NYY,2021-04-29,field_out,101.1,37,369,Right-Center,8
257,Anthony Rizzo,CHC,2021-04-29,field_out,98,35,364,Right-Center,8
691,Kyle Schwarber,WSH,2021-04-25,field_out,103.7,25,407,Center,8
853,Joey Votto,CIN,2021-04-24,field_out,107.9,40,400,Center,8
975,Bryce Harper,PHI,2021-04-24,double,100.1,21,362,Left,8
1240,Nelson Cruz,MIN,2021-04-21,home_run,105.3,31,398,Center,8
1256,Yandy Díaz,TB,2021-04-21,field_out,101.5,24,397,Right-Center,8
1284,Nate Lowe,TEX,2021-04-21,field_out,103,21,367,Right,8
1336,Nate Lowe,TEX,2021-04-21,home_run,100.5,31,394,Right-Center,8
6,Tom Murphy,SEA,2021-04-30,home_run,100.9,25,390,Right-Center,7
11,Albert Pujols,LAA,2021-04-30,field_out,100.2,28,380,Left-Center,7
553,Trea Turner,WSH,2021-04-27,home_run,98.4,23,366,Left,7
664,José Ramírez,CLE,2021-04-26,home_run,101.2,25,340,Right,7
785,Austin Hays,BAL,2021-04-25,home_run,108.3,20,396,Left-Center,7
820,Kole Calhoun,ARI,2021-04-25,single,95.1,26,340,Right,7
1066,Sam Hilliard,COL,2021-04-23,single,113.4,17,378,Right-Center,7
1364,Yadiel Hernandez,WSH,2021-04-21,field_out,106,27,373,Left-Center,7
25,David Bote,CHC,2021-04-30,field_out,105.1,37,378,Left-Center,6
184,Harold Castro,DET,2021-04-29,field_out,101.3,36,400,Center,6
493,Alex Kirilloff,MIN,2021-04-27,single,103.7,22,364,Left,6
599,Aaron Judge,NYY,2021-04-26,field_out,107,33,386,Right-Center,6
692,Victor Reyes,DET,2021-04-25,field_out,101.5,30,406,Center,6
829,Maikel Franco,BAL,2021-04-25,home_run,100.5,30,383,Left-Center,6
1164,Jose Rojas,LAA,2021-04-22,double,101.4,31,378,Left-Center,6
1214,Jonathan India,CIN,2021-04-22,home_run,103.1,24,388,Right-Center,6
39,Nate Lowe,TEX,2021-04-30,field_out,99.1,25,370,Left-Center,5
185,Trey Mancini,BAL,2021-04-29,home_run,110.5,19,394,Left-Center,5
219,Taylor Trammell,SEA,2021-04-29,home_run,94.7,28,359,Right,5
281,Austin Hedges,CLE,2021-04-28,field_out,101.4,32,394,Left-Center,5
296,Travis Shaw,MIL,2021-04-28,field_out,95.2,40,332,Right,5
472,Freddie Freeman,ATL,2021-04-27,field_out,98.1,38,348,Left,5
780,Chris Taylor,LAD,2021-04-25,home_run,100.5,29,390,Right-Center,5
1080,Dom Nuñez,COL,2021-04-23,field_out,96.5,34,375,Left-Center,5
230,Travis Shaw,MIL,2021-04-29,field_out,95,39,332,Right,4
342,Johan Camargo,ATL,2021-04-28,field_out,99,41,348,Left,4
488,Kyle Tucker,HOU,2021-04-27,field_out,101.8,27,402,Center,4
523,Chris Taylor,LAD,2021-04-27,field_out,102.7,28,367,Right-Center,4
563,Jake Bauers,CLE,2021-04-27,double,100.4,21,368,Right,4
576,Matt Beaty,LAD,2021-04-26,field_out,95.2,27,349,Right,4
604,Ryan Mountcastle,BAL,2021-04-26,double,106.8,19,389,Right-Center,4
620,Jared Walsh,LAA,2021-04-26,double,103.6,23,403,Center,4
661,Nolan Arenado,STL,2021-04-26,field_out,100.1,33,387,Left-Center,4
833,Bryce Harper,PHI,2021-04-25,field_out,100.8,25,402,Center,4
1063,Alex Blandino,CIN,2021-04-23,field_out,95.9,30,373,Left-Center,4
1130,Pavin Smith,ARI,2021-04-23,field_out,106.1,25,403,Center,4
1363,Austin Riley,ATL,2021-04-21,home_run,100.6,35,361,Right-Center,4
1404,Yonathan Daza,COL,2021-04-20,double,101.2,24,393,Right-Center,4
128,Matt Adams,COL,2021-04-30,field_out,98.5,30,397,Center,3
134,José Ramírez,CLE,2021-04-30,field_out,100.1,28,398,Center,3
193,Wilson Ramos,DET,2021-04-29,field_out,97.8,31,336,Right,3
218,Jackie Bradley Jr.,MIL,2021-04-29,double,95.4,27,339,Right,3
422,Francisco Mejía,TB,2021-04-27,single,103.1,21,401,Right-Center,3
490,Eduardo Escobar,ARI,2021-04-27,field_out,101.1,25,399,Center,3
580,Bryce Harper,PHI,2021-04-26,field_out,101.1,29,397,Center,3
791,Jacob Stallings,PIT,2021-04-25,double,103,25,390,Left-Center,3
909,Justin Turner,LAD,2021-04-24,field_out,99.1,31,371,Right-Center,3
1046,Tyler Stephenson,CIN,2021-04-23,field_out,96.2,34,333,Right,3
1051,Ryan Mountcastle,BAL,2021-04-23,field_out,97.7,37,359,Left-Center,3
1259,Eugenio Suárez,CIN,2021-04-21,single,101.3,25,368,Left-Center,3
1261,Andrew Benintendi,KC,2021-04-21,field_out,100.4,26,376,Right-Center,3
1376,Rhys Hoskins,PHI,2021-04-21,field_out,103,37,399,Center,3
16,Eddie Rosario,CLE,2021-04-30,field_out,95.3,33,337,Left,2
78,Martín Maldonado,HOU,2021-04-30,field_out,100.4,39,369,Left-Center,2
126,Joey Votto,CIN,2021-04-30,double,100.9,38,347,Left,2
180,Alex Verdugo,BOS,2021-04-29,double,101,27,402,Center,2
200,Adolis García,TEX,2021-04-29,sac_fly,104.2,26,402,Center,2
202,DJ Stewart,BAL,2021-04-29,field_out,95,34,347,Left-Center,2
270,Yuli Gurriel,HOU,2021-04-28,double,101.7,26,380,Right-Center,2
374,Mike Minor,KC,2021-04-28,field_out,95.7,38,349,Left,2
389,Garrett Hampson,COL,2021-04-28,field_out,99.7,41,342,Left,2
434,Josh Naylor,CLE,2021-04-27,double,99.8,32,381,Left-Center,2
558,Josh Rojas,ARI,2021-04-27,field_out,95.4,41,336,Right,2
559,Ozzie Albies,ATL,2021-04-27,double,101.4,24,396,Left-Center,2
653,Mark Canha,OAK,2021-04-26,field_out,101.5,35,393,Center,2
670,Kurt Suzuki,LAA,2021-04-26,field_out,100,47,324,Left,2
702,Gio Urshela,NYY,2021-04-25,home_run,103,23,382,Center,2
723,David Peralta,ARI,2021-04-25,field_out,100.2,32,371,Left-Center,2
733,Rhys Hoskins,PHI,2021-04-25,field_out,90.2,41,343,Left,2
819,Matt Olson,OAK,2021-04-25,field_out,98.6,28,339,Left,2
846,C.J. Cron,COL,2021-04-24,field_out,95.7,27,366,Left-Center,2
913,Tyler Naquin,CIN,2021-04-24,field_out,98.8,31,330,Left,2
967,Tommy La Stella,SF,2021-04-24,field_out,95.7,38,327,Left,2
977,Kyle Tucker,HOU,2021-04-24,home_run,95.3,30,341,Left,2
1033,Adam Eaton,CWS,2021-04-23,double,98.5,32,360,Left-Center,2
1043,Wilmer Difo,PIT,2021-04-23,field_out,98.4,37,347,Left,2
1174,Wil Myers,SD,2021-04-22,field_out,101.9,36,371,Left-Center,2
1199,David Peralta,ARI,2021-04-22,home_run,111.8,16,401,Right-Center,2
1224,Niko Goodrum,DET,2021-04-21,field_out,106.1,27,388,Right-Center,2
1412,Pete Alonso,NYM,2021-04-20,field_out,94.3,33,353,Left,2
98,Anthony Rendon,LAA,2021-04-30,double,96.9,26,379,Left-Center,1
110,Alex Kirilloff,MIN,2021-04-30,field_out,106.1,25,403,Center,1
130,David Bote,CHC,2021-04-30,single,104,21,361,Right,1
220,Zack Collins,CWS,2021-04-29,double,103.5,23,357,Left,1
246,Kyle Seager,SEA,2021-04-29,double,100.2,29,377,Left-Center,1
335,Michael Conforto,NYM,2021-04-28,field_out,98.1,34,339,Left,1
346,Alex Jackson,ATL,2021-04-28,field_out,88.7,37,346,Left,1
356,Xander Bogaerts,BOS,2021-04-28,double,101.6,22,370,Left-Center,1
489,Jared Walsh,LAA,2021-04-27,double,107.3,19,384,Left-Center,1
521,Gleyber Torres,NYY,2021-04-27,field_out,103.5,41,354,Left-Center,1
537,Yoán Moncada,CWS,2021-04-27,field_out,97.6,30,352,Left-Center,1
597,Josh Naylor,CLE,2021-04-26,double,107.2,18,377,Left-Center,1
614,Mookie Betts,LAD,2021-04-26,field_out,97.3,42,334,Left-Center,1
616,Robbie Grossman,DET,2021-04-26,double,109,20,339,Right,1
624,Freddy Galvis,BAL,2021-04-26,double,99,28,370,Left-Center,1
625,Kurt Suzuki,LAA,2021-04-26,field_out,95.1,48,321,Left,1
675,Jason Heyward,CHC,2021-04-26,field_out,96.1,28,344,Left,1
683,Freddy Galvis,BAL,2021-04-25,double,94.4,26,375,Left-Center,1
704,Pavin Smith,ARI,2021-04-25,single,90.1,26,335,Right,1
807,Mickey Moniak,PHI,2021-04-25,field_out,93.5,31,359,Left-Center,1
826,Jose Rojas,LAA,2021-04-25,double,95.4,34,324,Left,1
838,Gio Urshela,NYY,2021-04-24,field_out,98,29,384,Left-Center,1
883,Matt Olson,OAK,2021-04-24,double,98.9,27,367,Left-Center,1
925,Yasmani Grandal,CWS,2021-04-24,field_out,104.3,31,390,Center,1
965,Matt Olson,OAK,2021-04-24,field_out,99.9,43,331,Left-Center,1
986,Eugenio Suárez,CIN,2021-04-23,field_out,104,36,385,Right-Center,1
1045,Kyle Lewis,SEA,2021-04-23,double,106.9,19,371,Right-Center,1
1050,Yasmani Grandal,CWS,2021-04-23,field_out,98.9,44,318,Left,1
1110,Cavan Biggio,TOR,2021-04-23,field_out,93.3,37,356,Right-Center,1
1116,Nick Maton,PHI,2021-04-23,double,102,23,379,Left-Center,1
1124,Brandon Nimmo,NYM,2021-04-23,double,101.8,24,369,Left-Center,1
1157,Michael Conforto,NYM,2021-04-22,double,102.9,26,399,Center,1
1178,Akil Baddoo,DET,2021-04-22,double,100.8,33,353,Left-Center,1
1189,Curt Casali,SF,2021-04-22,field_out,99.7,38,357,Left-Center,1
1194,Adam Duvall,MIA,2021-04-22,field_out,100.4,35,382,Center,1
1216,Pavin Smith,ARI,2021-04-22,field_out,99.9,31,383,Left-Center,1
1313,Rafael Devers,BOS,2021-04-21,double,102.5,25,370,Left-Center,1
1362,Wilmer Flores,SF,2021-04-21,double,107.4,19,369,Left-Center,1
1,Martín Maldonado,HOU,2021-04-30,field_out,98.4,19,341,Center,0
2,Myles Straw,HOU,2021-04-30,field_out,90.4,26,345,Center,0
4,Yandy Díaz,TB,2021-04-30,field_out,100.5,28,359,Right-Center,0
7,Brandon Lowe,TB,2021-04-30,double,105.5,17,347,Left-Center,0
8,Francisco Lindor,NYM,2021-04-30,field_out,102.7,27,370,Center,0
9,Kyle Tucker,HOU,2021-04-30,field_out,104.4,18,363,Center,0
10,José Iglesias,LAA,2021-04-30,field_out,92.8,29,344,Left,0
12,Jake Cronenworth,SD,2021-04-30,double,107.4,19,308,Right,0
13,Chris Taylor,LAD,2021-04-30,field_out,103.4,19,338,Center,0
14,Josh VanMeter,ARI,2021-04-30,field_out,93.4,42,329,Center,0
15,Joey Gallo,TEX,2021-04-30,field_out,101.4,46,323,Right-Center,0
18,Mark Canha,OAK,2021-04-30,field_out,106.3,18,342,Center,0
19,Pavin Smith,ARI,2021-04-30,field_out,86.4,31,300,Left,0
20,Manny Machado,SD,2021-04-30,field_out,84.9,24,305,Left-Center,0
21,Luis Torrens,SEA,2021-04-30,field_out,96.6,19,327,Right-Center,0
23,Gregory Polanco,PIT,2021-04-30,field_out,101.7,16,304,Left-Center,0
24,Brock Holt,TEX,2021-04-30,double_play,89.6,28,323,Right,0
26,Dominic Smith,NYM,2021-04-30,field_out,96.4,25,354,Center,0
27,Steven Duggar,SF,2021-04-30,double,102.4,20,359,Left-Center,0
28,Elias Díaz,COL,2021-04-30,field_out,99,17,367,Center,0
29,Kyle Lewis,SEA,2021-04-30,field_out,87.8,38,310,Right-Center,0
31,Willi Castro,DET,2021-04-30,field_out,87.7,35,319,Left-Center,0
32,Anthony Rendon,LAA,2021-04-30,field_out,89,31,332,Left-Center,0
34,Martín Maldonado,HOU,2021-04-30,triple,94.2,24,315,Left,0
35,Trey Mancini,BAL,2021-04-30,field_out,108.5,16,330,Right-Center,0
36,Pablo López,MIA,2021-04-30,field_out,100.6,17,303,Center,0
37,Andrew Knizner,STL,2021-04-30,field_out,98.4,22,342,Right-Center,0
38,Alex Dickerson,SF,2021-04-30,field_out,93.1,27,352,Right-Center,0
40,Charlie Blackmon,COL,2021-04-30,field_out,100.9,16,325,Center,0
45,David Peralta,ARI,2021-04-30,field_out,91.5,19,328,Right-Center,0
47,Travis d'Arnaud,ATL,2021-04-30,field_out,88.7,30,316,Right,0
48,Paul DeJong,STL,2021-04-30,field_out,95.9,19,301,Left-Center,0
49,DJ LeMahieu,NYY,2021-04-30,field_out,98.6,22,343,Right-Center,0
50,Pat Valaika,BAL,2021-04-30,field_out,90.9,29,313,Right,0
51,Francisco Lindor,NYM,2021-04-30,field_out,84.8,30,308,Center,0
53,Christian Vázquez,BOS,2021-04-30,field_out,92.5,36,322,Right-Center,0
54,Mike Moustakas,CIN,2021-04-30,field_out,94.3,38,312,Center,0
55,Jake Cronenworth,SD,2021-04-30,field_out,89,38,313,Left,0
56,Ryan Mountcastle,BAL,2021-04-30,field_out,96.4,32,327,Right,0
58,Xander Bogaerts,BOS,2021-04-30,field_out,97.1,30,375,Right-Center,0
59,Steven Duggar,SF,2021-04-30,field_out,99.8,45,319,Center,0
62,Rougned Odor,NYY,2021-04-30,field_out,101.2,36,346,Right-Center,0
63,Brandon Crawford,SF,2021-04-30,field_out,95.3,26,346,Right,0
64,Albert Pujols,LAA,2021-04-30,field_out,95,26,347,Right,0
65,Manny Machado,SD,2021-04-30,field_out,95.7,20,331,Right-Center,0
68,Garrett Cooper,MIA,2021-04-30,field_out,88.7,43,303,Right-Center,0
71,Franchy Cordero,BOS,2021-04-30,field_out,88.9,28,307,Left,0
73,Matt Beaty,LAD,2021-04-30,field_out,98.6,43,317,Right-Center,0
74,Miguel Rojas,MIA,2021-04-30,field_out,90.1,37,312,Left-Center,0
76,Whit Merrifield,KC,2021-04-30,field_out,95.8,45,314,Left,0
77,Elias Díaz,COL,2021-04-30,field_out,91.3,27,321,Right,0
80,Gleyber Torres,NYY,2021-04-30,field_out,103.6,25,402,Center,0
81,Myles Straw,HOU,2021-04-30,sac_fly,94.1,31,350,Right-Center,0
83,Jake Marisnick,CHC,2021-04-30,double,106,17,351,Right-Center,0
84,Aaron Hicks,NYY,2021-04-30,field_out,106.8,22,392,Center,0
85,Bobby Dalbec,BOS,2021-04-30,field_out,96.9,45,300,Right,0
86,Alejandro Kirk,TOR,2021-04-30,field_out,94.5,18,312,Center,0
87,Kevin Newman,PIT,2021-04-30,field_out,101.6,12,305,Center,0
88,Charlie Blackmon,COL,2021-04-30,field_out,98.2,23,363,Left-Center,0
89,Kris Bryant,CHC,2021-04-30,double,105.9,21,362,Left-Center,0
90,Elvis Andrus,OAK,2021-04-30,field_out,94.8,33,343,Right-Center,0
91,Jeimer Candelario,DET,2021-04-30,field_out,100,25,372,Left-Center,0
92,Alex Verdugo,BOS,2021-04-30,field_out,92.6,34,347,Right,0
94,Pete Alonso,NYM,2021-04-30,field_out,113.9,17,312,Left-Center,0
95,Jorge Polanco,MIN,2021-04-30,field_out,98.6,30,373,Right-Center,0
96,Victor Caratini,SD,2021-04-30,field_out,95,36,331,Right,0
97,Seth Brown,OAK,2021-04-30,field_out,97.3,32,366,Right-Center,0
99,Adam Duvall,MIA,2021-04-30,field_out,100.9,50,301,Right,0
100,Tommy Edman,STL,2021-04-30,field_out,88.8,34,310,Center,0
101,Kyle Seager,SEA,2021-04-30,field_out,94.1,33,354,Left-Center,0
102,Elias Díaz,COL,2021-04-30,field_out,98.4,31,393,Center,0
105,Joey Wendle,TB,2021-04-30,field_out,94.8,20,320,Left,0
107,Byron Buxton,MIN,2021-04-30,field_out,102.2,17,318,Right,0
109,David Peralta,ARI,2021-04-30,field_out,94.7,21,357,Right-Center,0
111,Trea Turner,WSH,2021-04-30,field_out,99,33,367,Left-Center,0
113,Lourdes Gurriel Jr.,TOR,2021-04-30,field_out,87.9,26,323,Left-Center,0
114,Javier Báez,CHC,2021-04-30,sac_fly,90.4,30,335,Left-Center,0
115,Justin Turner,LAD,2021-04-30,field_out,86.8,32,320,Right-Center,0
117,Ozzie Albies,ATL,2021-04-30,field_out,83.3,43,302,Left-Center,0
119,Giancarlo Stanton,NYY,2021-04-30,double,115.7,10,333,Right-Center,0
121,Curt Casali,SF,2021-04-30,field_out,96.4,39,331,Center,0
122,Chris Taylor,LAD,2021-04-30,field_out,99,43,325,Right,0
125,Hunter Renfroe,BOS,2021-04-30,field_out,97.4,35,357,Right-Center,0
127,Carlos Correa,HOU,2021-04-30,double,103.6,22,397,Center,0
129,Aaron Hicks,NYY,2021-04-30,field_out,95.7,47,326,Right-Center,0
131,Jesús Aguilar,MIA,2021-04-30,field_out,98.2,42,328,Center,0
132,Nico Hoerner,CHC,2021-04-30,field_out,98.3,31,331,Right,0
135,Manuel Margot,TB,2021-04-30,field_out,91.4,26,338,Right-Center,0
136,Trey Mancini,BAL,2021-04-30,field_out,101.6,28,378,Center,0
137,DJ Stewart,BAL,2021-04-30,field_out,96.4,28,359,Left-Center,0
138,Bobby Dalbec,BOS,2021-04-30,field_out,84.9,36,306,Left,0
